UniqueID,Name,GenderIdentity,Ethnicity,AgeRange,Faith,City,Country,AdministrativeDivision,Region,WorldRegion,Continent,y,x,Type,TypeDescription,Organization,ParagraphDescription,ShortDescription,Website,Video,Profile,Photo,PhotoCredit,PublicationDate,Journalist,FaithSymbol,CountryFlags,searchName
1001,"""Michael""",Male,White/European,20 - 30,Judaism,Tel Aviv,Palestine/Israel,Tel Aviv,Middle East and the Caucasus,Western Asia,Asia,32.084901,34.788892,Human Rights,"Racial Justice, Citizenship, Sovereignty, Democracy, Migration/Refugee Rights, Freedom of Expression/Press",Breaking the Silence,This exemplar has requested anomynity due to the sensitive nature of his work and the realities of living and working in occupied Palestine.,"Michael' grew up in a Zionist family, and always wanted to serve in the Israeli army. When he was 18, he joined, and eventually became a commander. During that time, he patrolled the Palestinian city of Hebron, and later fought in Gaza. Then, after he got home from the army, 'Michael' decided to speak out against his own violent actions during his time in the army, with an Israeli organization called Breaking the Silence. Later, his decision to speak out came back to haunt him when Israeli state oﬃcials said that he was either a liar or a traitor. Since then, 'Michael' became a leader in the movement of former Israeli soldiers speaking out against violence. This exemplar has requested anonymity due to the sensitive nature of his work.",https://www.breakingthesilence.org.il,,https://crcc.usc.edu/dean-issacharoff-a-former-israeli-soldier-questions-his-country-and-faith/,https://uscssi.maps.arcgis.com/sharing/rest/content/items/16f7c91b9514469e89401e9e29a232bb/data,Shaina Shealy,43924,Shaina Shealy,https://uscssi.maps.arcgis.com/sharing/rest/content/items/def6d2449f004eaf89360dff8d229c30/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/531d6bce3e4e4c278313e49241c4814c/data,Michael
1002,"""Sameer""",Male,Middle Eastern/North African,40 - 50,Islam,Jericho,Palestine/Israel,Jericho,Middle East and the Caucasus,Western Asia,Asia,31.856376,35.461741,Religious Tolerance and Peacebuilding,"Conflict Resolution, Religious Freedom, Violence Prevention, Genocide Response and Recovery, Torture Survival, Conflict Heroism",Combatants for Peace,This exemplar has requested anomynity due to the sensitive nature of his work and the realities of living and working in occupied Palestine.,"Sameer started ﬁghting the Israeli occupation as a kid by throwing stones and tagging buildings with political graﬃti. When he became an adult, his mode of resistance morphed into an even more violent one. In an unexpected event, Sameer began to change his understanding of resistance. Today, he dedicates the bulk of his time to organizing former Israeli and Palestinian ﬁghters to end the Israeli occupation with a group called Combatants for Peace. The group rebuilds schools the Israelis have demolished, and talks to people all over this tiny, divided land about what it’s like to grow up on the other side of the wall. These days, he’s a leader in the nonviolent resistance movement to end the Israeli occupation of Palestine. This exemplar has requested anonymity due to the sensitive nature of his work and the realities of living and working in occupied Palestine.",https://cfpeace.org,,https://crcc.usc.edu/sameer-leading-the-peaceful-resistance-against-israeli-occupation/,https://uscssi.maps.arcgis.com/sharing/rest/content/items/8b06e9330a22485590dc9dd7a7a18e74/data,Shaina Shealy,44026,Shaina Shealy,https://uscssi.maps.arcgis.com/sharing/rest/content/items/946e4904e6944f84a55f23b07d3e5418/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/531d6bce3e4e4c278313e49241c4814c/data,Sameer
1003,Agatha Chikelue,Female,Black/African,40 - 50,Catholicism,Abuja,Nigeria,Federal Capital,Africa,Western Africa,Africa,9.065992,7.465373,Religious Tolerance and Peacebuilding,"Conflict Resolution, Religious Freedom, Violence Prevention, Genocide Response and Recovery, Torture Survival, Conflict Heroism",Cardinal Onaiyekan Foundation for Peace (COFP),"Sr. Agatha Chikelue  is a Catholic nun from the Congregation of the Daughters of Mary Mother of Mercy (DMMM). She is the executive director of the Cardinal Onaiyekan Foundation for Peace (COFP), which has the mandate of providing the platform for interfaith dialogue and actions for coexistence in Nigeria and Africa (www.cofpfoundation.org). Sr. Agatha currently serves as chair of the Religions for Peace (RfP)International Women’s Coordinating Committee (IWCC), which provides leadership for the Global Women of Faith Network RfP. She also serves as the co-chair of Religions for Peace Africa and Nigeria Women of Faith Network. Sr. Agatha received a master’s degree from the Kroc School of Peace Studies at the University of San Diego and is a Ph.D. candidate in the Conflict, Peace and Strategic Studies program at Nile University of Nigeria.","Sr. Agatha Chikelue is a Catholic nun from the Congregation of the Daughters of Mary Mother of Mercy. At the Cardinal Onaiyekan Foun- dation for Peace, she develops training programs for interfaith dialogue and action in Nigeria and Africa. Sr. Agatha currently serves as chair of the Religions for Peace International Women’s Coordi- nating Committee and co-chair of Religions for Peace Africa and Nigeria Women of Faith Network. Initially reluctant to heed the call to religious life, Sr. Agatha has become one of the most respected organizers of programming around conﬂict resolution and interreligious dialogue in a highly fractious nation of more than 200 million people. In Nigeria, generational traumas, poor governance and widespread corruption amplify long-simmering ethnic and religious tensions, especially between the country’s predominantly Muslim north and Christian south.",https://cofpfoundation.org,,https://www.globalsistersreport.org/news/ministry/news/q-sr-agatha-chikelue-committed-building-peace-nigeria,https://uscssi.maps.arcgis.com/sharing/rest/content/items/60dea05875d740fca9418c058397f380/data,Nick Street,44761,Nick Street,https://uscssi.maps.arcgis.com/sharing/rest/content/items/e81f3a92196445d882ee4708351b5e39/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/917944f293e94ddaa625505b857f5a1a/data,Agatha Chikelue
1004,Ahmed Toufiq,Male,Middle Eastern/North African,70 - 80,Islam,Rabat,Morocco,Rabat-Salé-Kénitra,Africa,Northern Africa,Africa,34.018838,-6.835573,Religious Tolerance and Peacebuilding,"Conflict Resolution, Religious Freedom, Violence Prevention, Genocide Response and Recovery, Torture Survival, Conflict Heroism",Minister for Islamic Affairs in the Government of Morocco,"Seventy-six-year-old Ahmed Toufiq is the Minister for Islamic Affairs in the Government of Morocco. A historian, novelist, essayist and scholar of religious literature, Toufiq has held key positions in both religious and secular spheres in the Kingdom of Morocco. He is a consultant to the UNESCO World Memoir Program and a personal advocate of interfaith dialogue; the director of the Institute of African Studies at the Mohammed V University in Rabat; and director of the General Archives Library in Rabat. Toufiq has also taught at the Divinity School at Harvard and University of Sorbonne Nouvelle in France. As a Sufi, Toufiq believes a “correct Muslim” is never surprised by the multiplicity of faiths and cultures. He says, “The first sentence in his daily prayer begins by praising God of the world and universe. How can a human being be tested if he has not encountered multiple and diverse situations?” Toufiq believes his spiritual and mystical leanings have watered his academic pursuits and political life.","Ahmed Touﬁq is the Minister for Islamic Aﬀairs in the Government of Morocco. A historian, novelist, essayist and scholar of religious literature, Touﬁq has held key positions in both religious and secular spheres in the Kingdom of Morocco. He is a consultant to the UNESCO World Memoir Program and a personal advocate of inter- faith dialogue; the director of the Institute of African Studies at the Mohammed V University in Rabat; and director of the General Archives Library in Rabat. Touﬁq has also taught at the Divinity School at Harvard University and the University of Sorbonne Nouvelle in France. As a Suﬁ, Touﬁq believes a “correct Muslim” is never surprised by the multiplicity of faiths and cultures. Touﬁq believes his spiritual and mystical beliefs have nurtured his academic pursuits and political life.",,,https://crcc.usc.edu/ahmed-toufiq-the-quiet-sufi-behind-moroccos-push-for-moderate-islam/,https://uscssi.maps.arcgis.com/sharing/rest/content/items/ea31663093a644d980f2f79189adf5c8/data,Priyadarshini Sen,43924,Priyadarshini Sen,https://uscssi.maps.arcgis.com/sharing/rest/content/items/946e4904e6944f84a55f23b07d3e5418/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/23f8ccbe0dfa478aafd91ad84273d2d5/data,Ahmed Toufiq
1005,Aisha al-Adawiya,Female,Black/African,70 - 80,Islam,New York City,United States,New York,United States,Northern America,North America,40.813,-73.938,Gender Equity,"Gender Equality, Mainstreaming, Empowerment, Parity, Sensitivity, Intersectionality, LGBTQ Equality","Women in Islam, INC","Aisha al-Adawiya is the founder and President of Women in Islam, Inc., an organization of Muslim women which focuses on human rights and social justice. Aisha al-Adawiya knows that women don’t always feel welcome in American mosques. They’re sometimes turned away, sent to basements to pray, or discouraged from serving on the boards of directors. al-Adawiya has devoted her life to changing that.  As a young woman in New York City, she heard Malcolm X’s message of Black pride and saw him define justice as spiritual calling. He inspired her to convert to Islam. In 1992, she created Women in Islam, Inc., the first national women’s organization founded by and on behalf of Muslim women. Al-Adawiya, now 77 years old,  works at the Schomburg Center for Research in Black Culture in New York City, and she speaks widely — and bluntly — about the need for women to participate fully in the nation’s 2,700 mosques.  She helped drive a national campaign to create “women-friendly mosques,” and she worked behind-the-scenes to get buy-in from a wide variety of Muslims in North America.  The campaign urges mosques to invite women, create space for women in main prayer halls, and recruit them to serve on mosque governing boards.","Aisha al-Adawiya knows that women don’t always feel welcome in American mosques. They are sometimes turned away, sent to basements to pray or discouraged from serving on the boards of directors. Al-Adawiya has devoted her life to changing that. As a young woman in New York City, she heard Malcolm X’s message of Black pride and saw him deﬁne justice as spiritual calling. He inspired her to convert to Islam. In 1992, she created Women in Islam, Inc., the ﬁrst national women’s organization founded by and on behalf of Muslim women. Al-Adawiya works at the Schom- burg Center for Research in Black Culture in New York City, and she speaks widely—and bluntly—about the need for women to participate fully in the nation’s 2,700 mosques.",https://www.facebook.com/womeninislaminc/,,https://crcc.usc.edu/aisha-al-adawiya-making-space-for-women-in-mosques/,https://uscssi.maps.arcgis.com/sharing/rest/content/items/fc4b4a3d31f840d0ab78fb1dd17ce017/data,Monique Parsons,44224,Monique Parsons,https://uscssi.maps.arcgis.com/sharing/rest/content/items/946e4904e6944f84a55f23b07d3e5418/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/a64cf24d1fa647f598d9afc588e0b146/data,Aisha al-Adawiya
1006,Alexia Salvatierra,Female,Latinx/Chicano/South American,60 - 70,Protestantism,Pasadena,United States,California,United States,Northern America,North America,34.148,-118.14,Human Rights,"Racial Justice, Citizenship, Sovereignty, Democracy, Migration/Refugee Rights, Freedom of Expression/Press",Faith-Rooted Organizing UnNetwork,"Rev. Alexia Salvatierra is the author with Dr. Peter Heltzel of “Faith-Rooted Organizing: Mobilizing the Church in Service to the World” (Intervarsity Press) and the founder of the Faith-Rooted Organizing UnNetwork. She is a Lutheran Pastor with over 35 years of experience in community ministry, including church-based service and community development programs, congregational and community organizing, and legislative advocacy.   In addition to coordinating the Welcoming Congregations/Guardian Angels Network for the Southwest California Synod of the ELCA, she currently serves as a consultant (training, facilitating, organizing and leading strategic planning) for a variety of national/international organizations, including World Vision USA/World Vision International/Women of Vision, Intervarsity Christian Fellowship and the Christian Community Development Association.  She has been a national leader in the areas of working poverty and immigration for over 20 years, including the co-founding of the national Evangelical Immigration Table (a very broad coalition of evangelical leaders and institutions advocating for immigration reform.)","Currently the academic dean of the Centro Latino and associate professor of mission and global transformation at Fuller Theological Seminary, Rev. Alexia Salvatierra is a Lutheran pastor with more than 35 years of experience in church-based community development programs, community organizing and legislative advocacy. Alexia coordinates the Welcoming Congregations/ Guardian Angels Network for the Southwest California Synod of the Evangelical Lutheran Church in America. She cofounded the national Evangelical Immigration Table, a broad coalition of evangelical leaders and institutions advocating for immigration reform. She is co-author of Faith-Rooted Organizing: Mobilizing the Church in Service to the World and Buried Seeds: Learning from the Vibrant Resilience of Marginalized Christian Communities.",http://www.alexiasalvatierra.com,,,https://uscssi.maps.arcgis.com/sharing/rest/content/items/101d6804f96140f782968867b6d5107e/data,Arpi Miller,,Arpi Miller,https://uscssi.maps.arcgis.com/sharing/rest/content/items/287852485d164531bcf9bf77e353d9ec/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/a64cf24d1fa647f598d9afc588e0b146/data,Alexia Salvatierra
1007,Alissa Qotrunnada Munawaroh Wahid,Female,Southeast/East Asian,50 - 60,Islam,Yogyakarta,Indonesia,Jakarta Raya,Asia,Southeastern Asia,Asia,-7.801,110.38,Religious Tolerance and Peacebuilding,"Conflict Resolution, Religious Freedom, Violence Prevention, Genocide Response and Recovery, Torture Survival, Conflict Heroism",Gusdurian Network Indonesia,"Alissa Qotrunnada Munawaroh Wahid, publicly known in Indonesia as Alissa Wahid, is a trained family psychologist, but is most recognised for her work in the social sector on multiculturalism, democracy and human rights and moderate Muslim movements in Indonesia. She currently focuses on leadership development for interreligious youth leaders. 

She is the National Director of Gusdurian Network Indonesia (GNI), named after her late father, President Abdurrahman Wahid who is also known as Gus Dur. GNI hosts thousands of grassroots-level activists in more than 100 cities in Indonesia, working to promote interfaith dialogue and understanding, active citisenship, democracy and human rights. GNI is known for its work at the local level, for example the 2015 International Day for Tolerance that took place in 50 cities.   

Alissa has a master’s degree in psychology and is also active in Nahdlatul Ulama (NU), the biggest Muslim organisation with more than 50 million members, as General Secretary of its Family Welfare Agency. In this role, she aims to promote just, strong, and moderate Muslim families.

Wahid meets with and speaks to thousands of people annually through public events. She is a Civil Society Ambassador for Sustainable Development Goals in Indonesia, focusing on Goal 16: Peace, Good Governance and Access to Justice. She received Indonesia Shine-On Award in 2015 from Good Housekeeping Indonesia magazine. She was also awarded the Women Award 2016 from Indonesia Marketing Week.

 Wahid dreams of a just and peaceful world. As a leader, she lives by the principle: ‘without integrity, no one listens; without trust, no one follows.’","Alissa Wahid is a trained family psychologist most recognized for her work on multiculturalism, democracy and human rights. She currently focuses on leadership development for interreligious youth leaders. She directs the Gusdurian Network Indonesia (GNI), named after her late father, President Abdurrahman Wahid, who was known as Gus Dur. GNI hosts thousands of grassroots- level activists in more than 100 cities in Indonesia, working to promote interfaith dialogue and understanding, active citizenship, democracy and human rights. Alissa is also active in Nahdlatul Ulama (NU), the biggest Muslim organization with more than 50 million members, as General Secretary of its Family Welfare Agency. As a leader, she lives by the principle: “Without integrity, no one listens; without trust, no one follows.”",https://gusdurian.net,,https://www.kaiciid.org/news-events/features/legacy-transformation-alissa-wahid-and-gusdurian-network-indonesia,https://uscssi.maps.arcgis.com/sharing/rest/content/items/68ad3c5bd37749b3824b1ecf41e84d74/data,Alissa Wahid,44419,Ken Chitwood,https://uscssi.maps.arcgis.com/sharing/rest/content/items/946e4904e6944f84a55f23b07d3e5418/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/33d6559987534de3aabdabfd4b758d97/data,Alissa Qotrunnada Munawaroh Wahid
1008,Anantanand Rambachan,Male,South Asian,70 - 80,Hinduism,Minneapolis,United States,Minnesota,United States,Northern America,North America,44.979012,-93.262261,Religious Tolerance and Peacebuilding,"Conflict Resolution, Religious Freedom, Violence Prevention, Genocide Response and Recovery, Torture Survival, Conflict Heroism",Religions for Peace,"Anantanand Rambachan is Professor of Religion at Saint Olaf College, Minnesota. He was also Visiting Professor at the Academy for the Study of World Religions at the University of Hamburg in Germany (2013-2017).  His books include: Accomplishing the Accomplished: The Vedas as a Source of Valid Knowledge in Shankara, The Limits of Scripture: Vivekananda's Reinterpretation of the Authority of the Vedas, The Advaita Worldview: God, World and Humanity, A Hindu Theology of Liberation and Essays in Hindu Theology.  His scholarly interests include: the Advaita (Non-dual) Vedanta tradition, Hindu ethics, liberation theology, and interreligous dialogue. The British Broadcasting Corporation transmitted a series of 25 lectures on Hinduism by Prof. Rambachan around the world.

Prof. Rambachan has been involved  in interreligious relations and dialogue for over 25 years, as a Hindu contributor and analyst. He is active in the dialogue programs of the World Council of Churches, and was a Hindu guest and presenter in four General Assemblies of the World Council of Churches. He is also  involved in the consultations of the Pontifical Council for Interreligious Dialogue at the Vatican and currently participates as a Hindu theologian in the Ethics in Action dialogues at the Pontifical Academy of Sciences. He also serves as the President of the Board, Arigatou International NY, a global organization advocating for the rights of children and mobilizing the resources of religions to overcome violence against children.  He is a member of the Arigatou International Advisory Group. He was recently elected as Co-President of Religions for Peace, the largest global interfaith network. 

Prof. Rambachan resides in Apple Valley, Minnesota, USA with his wife Geeta. They are the parents of Ishanaa, Aksharananda and Asheshananda.","Anantanand Rambachan is a professor of religion at Saint Olaf College, Minnesota. He is the author of several books, including The Advaita Worldview: God, World and Humanity and A Hindu Theology of Liberation. Rambachan has been involved in interreligious relations and dialogue for more than 25 years. He is active in the dialogue programs of the World Council of Churches, and was a Hindu guest and presenter in four General Assemblies of the World Council of Churches. He is also involved in the Pontiﬁcal Council for Interreligious and Dialogue, and the Pontiﬁcal Academy of Sciences at the Vatican. He serves as president of the board of Arigatou International NY, a global organization advocating for the rights of children and mobilizing the resources of religions to overcome violence against chil- dren. He was recently elected as co-president of Religions for Peace, the largest global interfaith network.",https://www.rfp.org,,,https://uscssi.maps.arcgis.com/sharing/rest/content/items/d574003403994bfe8f19833eabf8602d/data,Soumya Shankar,45050,Soumya Shankar,https://uscssi.maps.arcgis.com/sharing/rest/content/items/f0b288884dfb4922b3dcd1868a478307/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/a64cf24d1fa647f598d9afc588e0b146/data,Anantanand Rambachan
1009,Andi and Al Tauber,M/F,White/European,50 - 60,Protestantism,Chicago,United States,Ilinois,United States,Northern America,North America,41.883,-87.659,Gender Equity,"Gender Equality, Mainstreaming, Empowerment, Parity, Sensitivity, Intersectionality, LGBTQ Equality",Emmaus Ministries,"Married singer-songwriters Al and Andi Tauber spent close to two decades working at Emmaus Ministries in Chicago, an ecumenical street ministry that serves men in survival prostitution. As part of their years-long  “ministry of presence,” the Taubers interviewed Emmaus clients about their lives and turned the stories into songs. They performed their creation, a musical they called “Stories from the Streets,” at churches and seminaries around the country, building empathy for the men they served and raising awareness about the ministry. The Taubers lost their jobs in early 2020 when Emmaus Ministries downsized its staff; the couple plans to start a nonprofit music school for refugees, building off a weekly program they lead at their Mennonite church, Living Water Community Church in Chicago.","Married singer-songwriters Al and Andi Tauber spent close to two decades working at Emmaus Ministries in Chicago, an ecumeni- cal street ministry that serves men who prostitute themselves out as a means to survive poverty and homelessness. As part of their years-long “ministry of presence,” the Taubers interviewed Emmaus clients about their lives and turned the stories into songs. They performed their creation, a musical they called “Stories from the Streets,” at churches and seminaries around the country, building empathy for the men they served and raising awareness about the ministry. The Taubers lost their jobs in early 2020 when Emmaus Ministries downsized its staﬀ; the couple plans to start a nonproﬁt music school for refugees, building oﬀ a weekly program they lead at their Mennonite church, Living Water Community Church in Chicago.",,,https://crcc.usc.edu/al-and-andi-tauber-how-two-mennonite-musicians-turn-street-ministry-into-song/,https://uscssi.maps.arcgis.com/sharing/rest/content/items/88c561dabb2245feb96c4e4f9c227e94/data,Monique Parsons,44028,Monique Parsons,https://uscssi.maps.arcgis.com/sharing/rest/content/items/287852485d164531bcf9bf77e353d9ec/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/a64cf24d1fa647f598d9afc588e0b146/data,Andi and Al Tauber
1010,Andreas Kornevall,Male,White/European,30 - 40,Old Norse,London,United Kingdom,England,Europe,Northern Europe,Europe,51.5074,-0.1278,Environmental Justice,"Environmental Advocacy, Education, Climate Resilience, Sustainable Development, Conservation",Earth Restoration Service,"Andreas Kornevall is a UK-based environmentalist, writer, scholar, storyteller, educator, and facilitator. Having previously worked in international development, directed a charity that plants woodlands around the world, and founded the Life Cairn movement, which generates memorials for extinct species, Kornevall's current focus is on excavating and disseminating knowledge about ancient Norse spirituality, a pre-Christian, polytheistic tradition. This involves studying and lecturing on mythology and folklore, holding public storytelling gatherings, and conducting ancient Norse ceremonies known as Blóts. Kornevall's interest in Norse spirituality emerges from his Swedish heritage as well as his long-standing interest in the natural world; in Old Norse customs he uncovers a profound ethic of environmentalism and potent language for contemporary environmental crises.","Andreas Kornevall is an envronmentalist, writer, scholar, storyteller, educator and facilitator. Having previously worked in international development, directed a charity that plants woodlands around the world, and founded the Life Cairn movement, which generates memorials for extinct species, Kornevall’s current focus is on excavating and disseminating knowledge about ancient Norse spirituality, a pre-Christian, polytheistic tradition. This involves studying and lecturing on mythology and folklore, holding public storytelling gatherings and con- ducting ancient Norse ceremonies known as Blóts. Kornevall’s interest in Norse spirituality emerges from his Swedish heritage as well as his long-standing interest in the natural world. In Old Norse customs he uncovers a profound ethic of environmentalism and potent language for contemporary environmental crises.",https://www.earthrestorationservice.org,,https://religionunplugged.com/news/2023/4/18/andreas-kornevall-ceremony-in-the-ancient-future,https://uscssi.maps.arcgis.com/sharing/rest/content/items/63cfa198cd924ff1827451a4d077c7de/data,Meara Sharma,45050,Meara Sharma,https://uscssi.maps.arcgis.com/sharing/rest/content/items/d2d40b9390f54b6e87b6b2256ce6bd4f/data,https://uscssi.maps.arcgis.com/sharing/rest/content/items/aa04627ef026410dace9370788ba0fe6/data,Andreas Kornevall
