618600	551446			
582015	546191			
604737	574591			
627968	574625			
603145	574795			
671919	571761			
627912	593892			
591851	569051			
601444	572693			
661430	603567			
562704	570596			
605107	563429			
568824	570203			
560237	500154			
638559	558807			
631297	578351			
605284	556134			
603849	572396			
598634	619900			
604157	574191			
620438	511694			
600202	622079			
515612	540643			
593490	623110			
607084	595500			
583728	563146			
616044	533807			
624452	584622			
604438	574666			
625709	660145			
601376	579831			
612799	537497			
575440	568511			
605927	572533			
647354	579190			
680357	620811			
604294	574368			
611508	503220			
603789	574474			
551740	588768			
569197	559307			
606809	572101			
588597	622592			
613840	534167			
601339	571609			
593398	559764			
593166	622725			
712648	607541			
660327	585901			
604001	573587			
538571	654649			
586097	567445			
599123	616977			
617717	613939			
618869	577243			
636628	533309			
604352	573425			
596891	579476			
604415	571400			
593317	534085			
657985	453405			
601900	569391			
639431	588155			
568570	579335			
667639	571164			
596796	529933			
606111	617846			
571334	594145			
605100	573307			
585195	555011			
651740	589474			
589112	536573			
582057	543124			
577242	574073			
631182	565466			
695646	652231			
567428	580005			
634967	579020			
614615	574437			
594084	629464			
601530	577183			
603055	589818			
616561	619007			
611581	572630			
579712	568354			
602887	595245			
605913	579526			
610263	574422			
624369	532153			
599870	591110			
658403	611332			
610980	522819			
569422	567790			
540783	626497			
637323	549567			
638078	629421			
647103	573853			
533799	564377			
649034	528813			
622407	583192			
597026	642918			
546632	599204			
672565	564468			
636500	587401			
696144	548705			
533551	582247			
526802	551524			
696601	603624			
663578	586265			
628080	562986			
597421	554767			
595193	576508			
658103	572250			
606415	581386			
641976	577433			
589180	595099			
580561	528916			
621726	578003			
541976	512639			
593840	578685			
602667	575857			
631446	561156			
593865	572987			
668502	563937			
814045	332998			
779956	271501			
797205	313318			
783666	262902			
806131	312752			
830658	368694			
801910	325434			
808062	337340			
789833	304422			
800865	312968			
802237	318526			
780927	285057			
809182	319115			
820327	352701			
801093	317509			
805237	318655			
801441	323812			
797313	317527			
790395	300024			
797787	301470			
804630	332333			
802111	320817			
819768	346596			
800565	319364			
814401	341234			
776131	248465			
809550	327365			
795322	311178			
830450	393096			
802814	320130			
823913	369439			
803386	318982			
798904	324420			
807446	342555			
804251	329956			
803448	314797			
826228	376658			
808686	332209			
798472	322218			
795489	287279			
802853	314938			
801588	319814			
807293	347456			
817119	336333			
797272	324228			
795836	291870			
798321	319665			
800667	315995			
795205	316433			
782642	275308			
787644	297715			
800677	310656			
800394	301473			
795571	310093			
814158	335578			
811913	325091			
775604	274485			
826789	377676			
814108	344096			
807017	330432			
817410	346944			
803277	319525			
833182	379714			
798059	316113			
769876	257669			
791983	298565			
801386	313545			
810903	332925			
838276	395673			
777978	252419			
820258	351165			
810253	323873			
802041	319504			
804190	320706			
840462	402858			
804119	328544			
803057	331037			
803031	325811			
800444	311497			
803470	319069			
811277	335577			
813436	360446			
838129	404012			
764997	249477			
800316	311699			
802655	316263			
801456	320080			
840886	397888			
829529	375007			
833661	389733			
794956	309980			
809552	342258			
811502	355939			
803370	318247			
804702	315881			
813791	334609			
812965	330224			
826048	374236			
798633	317300			
802537	312497			
805977	320805			
824212	363776			
798981	311092			
797178	310439			
796283	315582			
801782	318281			
803377	319212			
803932	318781			
793684	312065			
821151	366545			
801903	312794			
782506	279930			
794667	315069			
798243	324160			
818119	348676			
810502	336169			
793560	285392			
801326	315779			
808644	326320			
813645	328765			
811061	333595			
783110	289805			
800235	316652			
805035	317469			
801166	322298			
810657	329468			
801313	300606			
800390	309948			
801634	318965			
799197	314215			
801174	320442			
788005	292268			
801183	316191			
434440	822866			
369199	734895			
369418	733394			
378563	789670			
414377	771258			
352874	807952			
429586	775621			
457561	788245			
415417	785827			
452570	848127			
405986	787439			
437568	794323			
469422	822619			
397688	762902			
418149	790096			
407289	798870			
446537	828924			
442260	754050			
407814	765816			
377720	727349			
408745	824896			
395274	786698			
412109	735920			
376660	815936			
508535	830710			
418410	795929			
408712	803987			
417169	792321			
370839	727884			
402309	786873			
416926	785113			
416019	787562			
447833	819282			
399634	751940			
412028	773494			
344915	702496			
407460	791404			
426040	825049			
407565	766203			
414317	828815			
410610	765111			
406337	750353			
416039	730594			
398478	822297			
472917	830363			
329002	727685			
418618	811618			
425356	745471			
470922	770669			
412851	774986			
400079	749617			
430747	776261			
429220	787348			
427850	762201			
434080	785264			
473514	788780			
430686	844506			
422198	724557			
392185	713763			
399149	784376			
527515	831478			
430779	770145			
413556	758080			
398498	776720			
473727	807244			
456799	844976			
444336	820061			
403522	785432			
403852	792473			
448865	836781			
457338	789952			
396276	785999			
402891	801910			
460942	779073			
385140	796221			
430243	781020			
416775	806826			
415270	775605			
472691	802678			
471930	844046			
411721	717873			
439793	740773			
467107	817914			
387631	749416			
417146	822655			
345692	788190			
414951	852935			
409701	750741			
459556	818479			
423311	813081			
476144	772131			
391976	789416			
448649	813885			
496658	816784			
439514	758221			
424145	743433			
396617	801039			
394708	739061			
394912	755947			
441950	785934			
409814	836083			
395817	788858			
422776	808328			
349378	805118			
484407	809641			
403329	717870			
392795	817694			
489182	773934			
427388	815258			
749723	781756			
828194	742074			
800913	749332			
810467	706465			
803540	754792			
832054	751330			
786032	701427			
857620	709386			
776000	780347			
824098	714042			
828478	655405			
784838	771499			
854886	769396			
818338	800932			
861563	661642			
839121	736259			
841045	738224			
862334	747768			
